h_geoid,w_geoid,count
51059415300,51059430802,3
51059415300,51059431500,1
51059415300,51059431600,4
51059415300,51059431802,1
51059415300,51059432000,1
51059415300,51059432202,1
51059415300,51059432500,1
51059415300,51059432800,12
51059415300,51059440100,1
51059415300,51059440201,20
51059415300,51059440202,7
51059415300,51059440300,1
51059415300,51059440502,16
51059415300,51059440600,2
51059415300,51059440800,4
51059415300,51059450100,1
51059415300,51059450300,3
51059415300,51059450400,1
51059415300,51059450500,1
51059415300,51059450601,10
51059415300,51059450701,10
51059415300,51059450702,3
51059415300,51059451200,2
51059415300,51059451501,5
51059415300,51059451502,6
51059415300,51059451601,5
51059415300,51059451800,2
51059415300,51059451900,1
51059415300,51059452501,97
51059415300,51059452600,8
51059415300,51059452700,1
51059415300,51059452801,1
51059415300,51059460400,2
51059415300,51059460501,9
51059415300,51059460502,1
51059415300,51059460600,1
51059415300,51059460800,2
51059415300,51059460900,1
51059415300,51059461000,2
51059415300,51059461202,4
51059415300,51059461601,1
51059415300,51059461602,7
51059415300,51059461700,4
51059415300,51059461802,2
51059415300,51059470300,2
51059415300,51059470400,1
51059415300,51059470500,1
51059415300,51059470700,2
51059415300,51059471100,2
51059415300,51059471201,2
51059415300,51059471202,3
51059415300,51059471301,3
51059415300,51059471402,1
51059415300,51059480100,1
51059415300,51059480202,45
51059415300,51059480203,3
51059415300,51059480300,1
51059415300,51059480401,1
51059415300,51059480802,1
51059415300,51059480901,2
51059415300,51059480902,1
51059415300,51059480903,3
51059415300,51059481104,3
51059415300,51059481106,2
51059415300,51059481202,2
51059415300,51059481400,1
51059415300,51059481702,5
51059415300,51059481900,4
51059415300,51059482202,5
51059415300,51059482203,7
51059415300,51059482301,2
51059415300,51059482400,5
51059415300,51059482501,10
51059415300,51059482502,1
51059415300,51059482601,1
51059415300,51059482602,4
51059415300,51059490101,7
51059415300,51059490103,16
51059415300,51059490501,1
51059415300,51059490502,2
51059415300,51059491202,2
51059415300,51059491401,2
51059415300,51059491501,1
51059415300,51059491502,1
51059415300,51059491601,4
51059415300,51059491701,5
51059415300,51059491702,7
51059415300,51059491703,15
51059415300,51059491801,2
51059415300,51059491802,1
51059415300,51059491803,3
51059415300,51059492203,1
51059415300,51059492500,1
51059415300,51059980100,1
51059415300,51600300100,4
51059415300,51600300200,3
51059415300,51600300300,7
51059415300,51600300400,3
51059415300,51600300500,2
51059415401,51059415100,27
51059415401,51059415200,12
51059415401,51059415300,2
51059415401,51059415401,21
51059415401,51059415402,7
51059415401,51059415500,16
51059415401,51059415800,5
51059415401,51059415900,7
51059415401,51059416000,19
51059415401,51059416100,9
51059415401,51059416200,9
51059415401,51059416300,4
51059415401,51059420100,4
51059415401,51059420201,3
51059415401,51059420202,1
51059415401,51059420203,1
51059415401,51059420300,1
51059415401,51059420400,8
51059415401,51059420501,1
51059415401,51059420502,2
51059415401,51059420503,3
51059415401,51059420600,2
51059415401,51059420800,1
51059415401,51059421001,12
51059415401,51059421002,18
51059415401,51059421101,7
51059415401,51059421103,4
51059415401,51059421300,2
51059415401,51059421400,19
51059415401,51059421500,36
51059415401,51059421600,2
51059415401,51059421800,5
51059415401,51059421900,1
51059415401,51059422000,10
51059415401,51059422101,2
51059415401,51059422102,4
51059415401,51059422202,2
51059415401,51059422302,13
51059415401,51059422402,1
51059415401,51059422403,1
51059415401,51059430102,2
51059415401,51059430202,1
51059415401,51059430400,6
51059415401,51059430600,7
51059415401,51059430700,6
51059415401,51059430801,1
51059415401,51059430802,1
51059415401,51059430901,3
51059415401,51059430902,1
51059415401,51059431001,2
51059415401,51059431500,2
51059415401,51059431600,12
51059415401,51059432000,1
51059415401,51059432202,1
51059415401,51059432402,1
51059415401,51059432702,1
51059415401,51059432800,19
51059415401,51059440100,1
51059415401,51059440201,19
51059415401,51059440202,22
51059415401,51059440501,1
51059415401,51059440502,9
51059415401,51059440600,3
51059415401,51059440800,6
51059415401,51059450100,8
51059415401,51059450300,1
51059415401,51059450601,4
51059415401,51059450602,2
51059415401,51059450701,16
51059415401,51059450702,2
51059415401,51059451000,1
51059415401,51059451400,3
51059415401,51059451501,8
51059415401,51059451502,17
51059415401,51059451601,3
51059415401,51059451800,3
51059415401,51059451900,6
51059415401,51059452000,8
51059415401,51059452101,2
51059415401,51059452102,3
51059415401,51059452200,3
51059415401,51059452301,1
51059415401,51059452400,3
51059415401,51059452501,112
51059415401,51059452502,2
51059415401,51059452600,10
51059415401,51059452700,2
51059415401,51059452801,5
51059415401,51059460400,3
51059415401,51059460501,10
51059415401,51059460502,1
51059415401,51059460702,4
51059415401,51059460800,6
51059415401,51059461000,1
51059415401,51059461100,3
51059415401,51059461202,10
51059415401,51059461601,4
51059415401,51059461602,6
51059415401,51059461700,4
51059415401,51059461802,8
51059415401,51059461901,4
51059415401,51059470400,1
51059415401,51059470500,1
51059415401,51059470700,3
51059415401,51059470900,1
51059415401,51059471100,4
51059415401,51059471201,3
51059415401,51059471202,3
51059415401,51059471301,6
51059415401,51059471304,1
51059415401,51059480201,1
51059415401,51059480202,54
51059415401,51059480203,6
51059415401,51059480300,9
51059415401,51059480402,1
51059415401,51059480502,1
51059415401,51059480802,1
51059415401,51059480902,4
51059415401,51059480903,5
51059415401,51059481101,1
51059415401,51059481102,1
51059415401,51059481105,1
51059415401,51059481106,1
51059415401,51059481201,2
51059415401,51059481202,4
51059415401,51059481400,1
51059415401,51059481702,2
51059415401,51059481900,3
51059415401,51059482202,10
51059415401,51059482203,14
51059415401,51059482301,3
51059415401,51059482400,10
51059415401,51059482501,11
51059415401,51059482503,2
51059415401,51059482601,3
51059415401,51059482602,5
51059415401,51059490101,4
51059415401,51059490103,28
51059415401,51059490501,1
51059415401,51059491202,2
51059415401,51059491301,1
51059415401,51059491302,1
51059415401,51059491303,3
51059415401,51059491401,3
51059415401,51059491403,1
51059415401,51059491501,1
51059415401,51059491601,2
51059415401,51059491701,4
51059415401,51059491702,8
51059415401,51059491703,14
51059415401,51059491704,9
51059415401,51059491801,2
51059415401,51059491802,2
51059415401,51059491803,5
51059415401,51059492100,2
51059415401,51600300100,11
51059415401,51600300200,8
51059415401,51600300300,7
51059415401,51600300400,2
51059415401,51600300500,4
51059415402,51059415100,3
51059415402,51059415200,4
51059415402,51059415401,3
51059415402,51059415402,20
51059415402,51059415500,16
51059415402,51059415800,1
51059415402,51059415900,3
51059415402,51059416000,2
51059415402,51059416200,3
51059415402,51059420100,1
51059415402,51059420201,1
51059415402,51059420300,2
51059415402,51059420400,1
51059415402,51059420503,4
51059415402,51059421001,5
51059415402,51059421002,4
51059415402,51059421101,3
51059415402,51059421400,2
51059415402,51059421500,5
51059415402,51059421900,3
51059415402,51059422000,4
51059415402,51059422102,5
51059415402,51059422302,1
51059415402,51059430101,2
51059415402,51059430400,1
51059415402,51059430700,1
51059415402,51059431001,2
51059415402,51059431300,1
51059415402,51059431600,1
51059415402,51059432201,1
51059415402,51059432202,2
51059415402,51059432800,3
51059415402,51059440100,2
51059415402,51059440201,4
51059415402,51059440202,9
51059415402,51059440300,1
51059415402,51059440502,8
51059415402,51059440800,2
51059415402,51059450100,6
51059415402,51059450400,5
51059415402,51059450601,3
51059415402,51059450701,1
51059415402,51059450702,3
51059415402,51059451501,2
51059415402,51059451502,1
51059415402,51059451601,2
51059415402,51059451900,2
51059415402,51059452000,1
51059415402,51059452501,60
51059415402,51059452801,4
51059415402,51059460400,5
51059415402,51059460501,3
51059415402,51059460502,3
51059415402,51059460702,1
51059415402,51059460800,1
51059415402,51059461000,1
51059415402,51059461202,3
51059415402,51059461601,1
51059415402,51059461602,1
51059415402,51059461700,2
51059415402,51059461802,1
51059415402,51059470500,3
51059415402,51059470600,5
51059415402,51059470700,3
51059415402,51059471202,6
51059415402,51059471402,1
51059415402,51059480100,1
51059415402,51059480202,23
51059415402,51059480300,1
51059415402,51059480801,2
51059415402,51059480802,1
51059415402,51059480901,2
51059415402,51059480902,2
51059415402,51059480903,1
51059415402,51059481101,6
51059415402,51059481106,1
51059415402,51059481202,5
51059415402,51059481702,3
51059415402,51059481900,11
51059415402,51059482202,10
51059415402,51059482203,7
51059415402,51059482302,1
51059415402,51059482400,3
51059415402,51059482501,3
51059415402,51059482601,4
51059415402,51059482602,1
51059415402,51059490101,1
51059415402,51059490103,4
51059415402,51059491202,3
51059415402,51059491302,1
51059415402,51059491303,1
51059415402,51059491401,1
51059415402,51059491502,1
51059415402,51059491601,1
51059415402,51059491701,2
51059415402,51059491703,15
51059415402,51059491801,2
51059415402,51059491802,1
51059415402,51059492100,1
51059415402,51059492201,1
51059415402,51059492203,2
51059415402,51600300200,1
51059415402,51600300300,1
51059415402,51600300500,2
51059415500,51059415100,7
51059415500,51059415200,22
51059415500,51059415300,1
51059415500,51059415401,7
51059415500,51059415402,6
51059415500,51059415500,65
51059415500,51059415600,2
51059415500,51059415700,2
51059415500,51059415800,5
51059415500,51059415900,12
51059415500,51059416000,5
51059415500,51059416100,1
51059415500,51059416200,3
51059415500,51059416300,3
51059415500,51059420203,2
51059415500,51059420300,8
51059415500,51059420400,6
51059415500,51059420501,1
51059415500,51059420503,3
51059415500,51059421001,5
51059415500,51059421002,6
51059415500,51059421101,1
51059415500,51059421103,9
51059415500,51059421300,1
51059415500,51059421400,9
51059415500,51059421500,24
51059415500,51059421600,2
51059415500,51059421701,4
51059415500,51059421800,1
51059415500,51059421900,1
51059415500,51059422000,8
51059415500,51059422102,5
51059415500,51059422302,7
51059415500,51059430101,3
51059415500,51059430202,1
51059415500,51059430400,3
51059415500,51059430600,7
51059415500,51059430700,5
51059415500,51059430801,1
51059415500,51059430802,1
51059415500,51059430901,3
51059415500,51059431002,1
51059415500,51059431600,1
51059415500,51059432000,2
51059415500,51059432201,1
51059415500,51059432202,2
51059415500,51059432300,2
51059415500,51059432401,1
51059415500,51059432402,1
51059415500,51059432800,11
51059415500,51059440201,23
51059415500,51059440202,28
51059415500,51059440501,3
51059415500,51059440502,18
51059415500,51059440600,1
51059415500,51059440800,3
51059415500,51059450100,1
51059415500,51059450300,2
51059415500,51059450400,1
51059415500,51059450701,7
51059415500,51059450702,2
51059415500,51059450800,1
51059415500,51059451200,1
51059415500,51059451400,1
51059415500,51059451501,1
51059415500,51059451502,3
51059415500,51059451800,2
51059415500,51059451900,6
51059415500,51059452000,2
51059415500,51059452101,1
51059415500,51059452102,3
51059415500,51059452200,3
51059415500,51059452400,4
51059415500,51059452501,163
51059415500,51059452502,2
51059415500,51059452600,12
51059415500,51059452801,3
51059415500,51059452802,3
51059415500,51059460200,1
51059415500,51059460400,10
51059415500,51059460501,7
51059415500,51059460502,1
51059415500,51059460701,1
51059415500,51059460702,1
51059415500,51059460800,1
51059415500,51059461000,2
51059415500,51059461202,1
51059415500,51059461602,13
51059415500,51059461700,1
51059415500,51059461802,3
51059415500,51059470600,2
51059415500,51059470700,1
51059415500,51059470900,2
51059415500,51059471100,2
51059415500,51059471201,2
51059415500,51059471202,2
51059415500,51059471301,2
51059415500,51059471304,1
51059415500,51059471402,2
51059415500,51059480100,1
51059415500,51059480201,1
51059415500,51059480202,39
51059415500,51059480203,4
51059415500,51059480300,4
51059415500,51059480402,4
51059415500,51059480502,1
51059415500,51059480901,1
51059415500,51059480902,5
51059415500,51059480903,3
51059415500,51059481101,5
51059415500,51059481201,2
51059415500,51059481202,4
51059415500,51059481400,1
51059415500,51059481500,1
51059415500,51059481600,1
51059415500,51059481702,7
51059415500,51059481900,6
51059415500,51059482203,12
51059415500,51059482400,5
51059415500,51059482501,19
51059415500,51059482602,6
51059415500,51059490101,4
51059415500,51059490103,16
51059415500,51059491302,1
51059415500,51059491303,1
51059415500,51059491501,2
51059415500,51059491601,3
51059415500,51059491701,6
51059415500,51059491702,10
51059415500,51059491703,23
51059415500,51059491704,1
51059415500,51059491801,3
51059415500,51059491802,2
51059415500,51059492100,1
51059415500,51059492203,1
51059415500,51600300100,4
51059415500,51600300200,8
51059415500,51600300300,7
51059415500,51600300500,1
51059415600,51059415100,1
51059415600,51059415200,17
51059415600,51059415401,2
51059415600,51059415402,3
51059415600,51059415500,26
51059415600,51059415600,21
51059415600,51059415800,1
51059415600,51059415900,4
51059415600,51059416200,1
51059415600,51059420400,1
51059415600,51059421001,2
51059415600,51059421002,5
51059415600,51059421500,6
51059415600,51059422000,1
51059415600,51059422302,3
51059415600,51059430202,1
51059415600,51059430400,2
51059415600,51059430801,2
51059415600,51059431300,1
51059415600,51059431802,1
51059415600,51059432800,8
51059415600,51059440100,2
51059415600,51059440201,4
51059415600,51059440202,8
51059415600,51059440300,1
51059415600,51059440502,8
51059415600,51059440701,1
51059415600,51059450300,1
51059415600,51059450601,1
51059415600,51059450701,2
51059415600,51059451501,1
51059415600,51059451502,2
51059415600,51059452200,4
51059415600,51059452501,35
51059415600,51059452600,3
51059415600,51059452801,4
51059415600,51059460400,1
51059415600,51059460501,3
51059415600,51059460900,4
51059415600,51059461100,1
51059415600,51059461201,1
51059415600,51059461202,1
51059415600,51059461602,2
51059415600,51059461802,2
51059415600,51059470400,2
51059415600,51059470500,7
51059415600,51059470900,1
51059415600,51059471201,1
51059415600,51059471202,6
51059415600,51059471402,1
51059415600,51059480100,1
51059415600,51059480201,2
51059415600,51059480202,13
51059415600,51059480203,2
51059415600,51059480300,1
51059415600,51059480401,3
51059415600,51059480505,1
51059415600,51059480902,3
51059415600,51059480903,4
51059415600,51059481202,2
51059415600,51059481702,2
51059415600,51059481900,3
51059415600,51059482202,3
51059415600,51059482203,8
51059415600,51059482302,1
51059415600,51059482501,8
51059415600,51059490101,3
51059415600,51059490103,6
51059415600,51059491701,2
51059415600,51059491703,9
51059415600,51059491704,1
51059415600,51059980100,1
51059415600,51600300100,3
51059415600,51600300200,4
51059415600,51600300300,1
51059415700,51059415200,11
51059415700,51059415300,1
51059415700,51059415401,1
51059415700,51059415402,4
51059415700,51059415500,17
51059415700,51059415700,21
51059415700,51059415800,3
51059415700,51059415900,5
51059415700,51059416000,2
51059415700,51059416100,2
51059415700,51059416200,5
51059415700,51059420203,3
51059415700,51059420400,3
51059415700,51059420501,1
51059415700,51059421001,10
51059415700,51059421002,6
51059415700,51059421101,1
51059415700,51059421300,1
51059415700,51059421400,4
51059415700,51059421500,4
51059415700,51059422000,3
51059415700,51059422102,3
51059415700,51059422302,2
51059415700,51059422402,1
51059415700,51059422403,2
51059415700,51059430600,1
51059415700,51059431400,2
51059415700,51059431500,2
51059415700,51059432000,1
51059415700,51059432702,1
51059415700,51059432800,1
51059415700,51059440201,13
51059415700,51059440202,10
51059415700,51059440502,9
51059415700,51059440600,1
51059415700,51059440800,1
51059415700,51059450100,1
51059415700,51059450601,3
51059415700,51059450602,2
51059415700,51059450701,5
51059415700,51059451501,2
51059415700,51059451502,5
51059415700,51059451601,1
51059415700,51059451800,1
51059415700,51059451900,1
51059415700,51059452501,94
51059415700,51059452600,3
51059415700,51059452700,2
51059415700,51059452801,5
51059415700,51059460400,4
51059415700,51059460501,13
51059415700,51059460502,1
51059415700,51059460800,4
51059415700,51059461000,1
51059415700,51059461202,4
51059415700,51059461602,4
51059415700,51059461700,2
51059415700,51059461802,4
51059415700,51059470400,1
51059415700,51059470500,5
51059415700,51059470700,4
51059415700,51059471100,2
51059415700,51059471201,2
51059415700,51059471202,4
51059415700,51059471401,3
51059415700,51059480202,18
51059415700,51059480203,10
51059415700,51059480401,1
51059415700,51059480402,3
51059415700,51059480902,4
51059415700,51059480903,2
51059415700,51059481000,1
51059415700,51059481101,3
51059415700,51059481202,3
51059415700,51059481701,2
51059415700,51059481900,9
51059415700,51059482202,6
51059415700,51059482203,5
51059415700,51059482301,1
51059415700,51059482400,5
51059415700,51059482501,14
51059415700,51059482602,2
51059415700,51059490101,6
51059415700,51059490103,4
51059415700,51059491202,2
51059415700,51059491502,1
51059415700,51059491701,6
51059415700,51059491703,5
51059415700,51059491801,1
51059415700,51059491802,1
51059415700,51059492000,1
51059415700,51059492100,2
51059415700,51059492500,1
51059415700,51059980100,1
51059415700,51059980200,1
51059415700,51059980300,2
51059415700,51600300100,2
51059415700,51600300200,2
51059415700,51600300300,2
51059415700,51600300400,1
51059415800,51059415100,2
51059415800,51059415200,5
51059415800,51059415300,2
51059415800,51059415401,6
51059415800,51059415402,1
51059415800,51059415500,26
51059415800,51059415600,2
51059415800,51059415800,41
51059415800,51059415900,19
51059415800,51059416000,11
51059415800,51059416200,5
51059415800,51059420100,1
51059415800,51059420201,1
51059415800,51059420300,4
51059415800,51059420400,2
51059415800,51059420503,1
51059415800,51059420600,4
51059415800,51059421001,8
51059415800,51059421002,6
51059415800,51059421103,5
51059415800,51059421200,1
51059415800,51059421400,3
51059415800,51059421500,5
51059415800,51059421900,1
51059415800,51059422000,8
51059415800,51059422102,3
51059415800,51059422302,2
51059415800,51059422403,2
51059415800,51059430101,1
51059415800,51059430400,1
51059415800,51059430700,1
51059415800,51059430902,1
51059415800,51059431002,1
51059415800,51059431600,4
51059415800,51059431802,2
51059415800,51059432000,1
51059415800,51059432201,2
51059415800,51059432202,3
51059415800,51059432800,3
51059415800,51059440100,3
51059415800,51059440201,10
51059415800,51059440202,12
51059415800,51059440300,2
51059415800,51059440502,10
51059415800,51059440800,4
51059415800,51059450100,2
51059415800,51059450601,5
51059415800,51059450701,2
51059415800,51059450702,1
51059415800,51059451000,1
51059415800,51059451502,6
51059415800,51059451601,1
51059415800,51059452000,1
51059415800,51059452102,2
51059415800,51059452501,162
51059415800,51059452801,5
51059415800,51059460200,2
51059415800,51059460400,8
51059415800,51059460501,4
51059415800,51059460502,1
51059415800,51059460701,1
51059415800,51059460900,2
51059415800,51059461000,3
51059415800,51059461100,1
51059415800,51059461201,2
51059415800,51059461202,5
51059415800,51059461601,1
51059415800,51059461602,5
51059415800,51059461802,2
51059415800,51059470400,3
51059415800,51059470500,1
51059415800,51059470600,1
51059415800,51059471100,2
51059415800,51059471201,5
51059415800,51059471202,5
51059415800,51059471304,1
51059415800,51059480201,1
51059415800,51059480202,48
51059415800,51059480203,2
51059415800,51059480401,1
51059415800,51059480801,1
51059415800,51059480901,1
51059415800,51059480902,2
51059415800,51059480903,2
51059415800,51059481101,2
51059415800,51059481102,1
51059415800,51059481103,1
51059415800,51059481105,1
51059415800,51059481201,1
51059415800,51059481202,9
51059415800,51059481701,1
51059415800,51059481702,2
51059415800,51059481900,9
51059415800,51059482001,1
51059415800,51059482202,3
51059415800,51059482203,3
51059415800,51059482301,1
51059415800,51059482303,1
51059415800,51059482400,8
51059415800,51059482501,16
51059415800,51059482503,1
51059415800,51059482602,5
51059415800,51059490103,16
51059415800,51059491102,1
51059415800,51059491301,1
51059415800,51059491401,1
51059415800,51059491402,1
51059415800,51059491405,1
51059415800,51059491501,1
51059415800,51059491701,5
51059415800,51059491702,6
51059415800,51059491703,9
51059415800,51059491704,1
51059415800,51059491802,1
51059415800,51059980100,2
51059415800,51059980300,1
51059415800,51600300100,2
51059415800,51600300200,9
51059415800,51600300300,5
51059415800,51600300500,2
51059415900,51059415100,2
51059415900,51059415401,6
51059415900,51059415402,3
51059415900,51059415500,6
51059415900,51059415600,1
51059415900,51059415900,21
51059415900,51059416000,3
51059415900,51059416100,8
51059415900,51059416200,4
51059415900,51059420400,1
51059415900,51059420503,4
51059415900,51059421001,11
51059415900,51059421002,4
51059415900,51059421101,1
51059415900,51059421300,2
51059415900,51059421400,5
51059415900,51059421500,13
51059415900,51059421600,1
51059415900,51059421701,3
51059415900,51059421800,2
51059415900,51059421900,2
51059415900,51059422000,13
51059415900,51059422102,2
51059415900,51059422301,4
51059415900,51059422302,3
51059415900,51059422402,2
51059415900,51059430400,2
51059415900,51059430600,1
51059415900,51059430801,1
51059415900,51059431400,1
51059415900,51059432201,1
51059415900,51059432300,1
51059415900,51059432800,6
51059415900,51059440100,1
51059415900,51059440201,9
51059415900,51059440202,10
51059415900,51059440300,3
51059415900,51059440502,9
51059415900,51059440701,1
51059415900,51059440800,3
51059415900,51059450100,5
51059415900,51059450601,1
51059415900,51059450602,1
51059415900,51059450701,4
51059415900,51059451400,1
51059415900,51059451501,1
51059415900,51059451502,4
51059415900,51059451601,2
51059415900,51059452000,1
51059415900,51059452101,1
51059415900,51059452200,1
51059415900,51059452501,95
51059415900,51059452600,3
51059415900,51059460100,1
51059415900,51059460400,6
51059415900,51059460501,8
51059415900,51059460702,1
51059415900,51059460800,3
51059415900,51059461000,2
51059415900,51059461202,9
51059415900,51059461601,1
51059415900,51059461802,3
51059415900,51059461901,1
51059415900,51059470500,1
51059415900,51059470600,1
51059415900,51059471201,1
51059415900,51059471202,8
51059415900,51059471303,2
51059415900,51059471402,1
51059415900,51059480202,19
51059415900,51059480203,4
51059415900,51059480402,1
51059415900,51059480902,2
51059415900,51059480903,1
51059415900,51059481106,1
51059415900,51059481900,5
51059415900,51059482202,1
51059415900,51059482203,7
51059415900,51059482302,1
51059415900,51059482400,2
51059415900,51059482501,7
51059415900,51059482601,2
51059415900,51059482602,4
51059415900,51059490101,1
51059415900,51059490103,17
51059415900,51059491202,1
51059415900,51059491501,1
51059415900,51059491601,3
51059415900,51059491701,3
51059415900,51059491702,2
51059415900,51059491703,8
51059415900,51059491704,1
51059415900,51059491803,2
51059415900,51059492100,4
51059415900,51059492201,2
51059415900,51059980100,2
51059415900,51600300100,2
51059415900,51600300200,8
51059415900,51600300300,1
51059415900,51600300500,1
51059416000,51059415100,17
51059416000,51059415200,10
51059416000,51059415300,3
51059416000,51059415401,1
51059416000,51059415500,27
51059416000,51059415800,6
51059416000,51059415900,17
51059416000,51059416000,27
